"lat","lon"
39.48122,-123.85387
39.5,-73.8
39.5,-72
39.560668,2.648136
39.595573,142.265935
39.6680555555556,17.725
39.7333333333333,4.635
39.75,120.75
39.8237416666667,124.306805555556
39.902748,124.281152
39.933488,124.307597
40,-124
40,-70
40,139.9
40,145
40.0305,-124.0828
40.148706,18.49032
40.2,26.43
40.25,-73.59
40.25,121.75
40.29908,140.3791
40.347741,26.496889
40.40833,-124.555
40.45,-73
40.5333333333333,8.18333333333333
40.65,17.9166666666667
40.659132,-8.776491
40.7,-8.8
40.718263,17.793467
40.820319,-124.225185
40.8935611111111,140.770611111111
40.914301,12.958515
40.9166666666667,10.0333333333333
40.931241,140.787853
40.968581,140.78236
40.99,28.85
41,-69
41,-9
41.007148,141.106946
41.042894,144.235234
41.066253,-68.564823
41.1,-72.8
41.12,29.07
41.1833333333333,-8.96666666666667
41.1833333333333,-8.7
41.1833333333333,13.4333333333333
41.201,29.119
41.224,-8.72211
41.35,-70.31
41.38,-71.24
41.4,8.56666666666667
41.4,12.84
41.4166666666667,16.1666666666667
41.5,-66.1
41.51,12.71
41.6833333333333,12.6666666666667
41.8258333333333,12.2066666666667
41.96959,145.265709
41.994359,143.378365
42.0361611111111,3.20611944444444
42.05111,-124.3068
42.056454,-68.31162
42.087012,11.786588
42.1333333333333,11.2
42.380348,11.115586
42.383603,-70.771923
42.489643,141.607896
42.5,-8.9
42.6,3.1758
42.6333333333333,143.816666666667
42.6666666666667,144
42.72806,-124.67289
42.74775,137.889463
42.79,146.9
42.79672,10.1922278
42.8,-21.7
42.8385,-124.5666
42.8522,144.0288
42.911,-29.2388
42.9833333333333,10.3666666666667
43,-66.5
43,-27
43.03,16.13
43.05,-70.4
43.11,5.58
43.1175,-124.4349
43.133,5.05194444444444
43.2,140.4
43.2277,-9.218
43.266507,140.805261
43.267,3.818
43.27,3.49
43.293,-9.01888888888889
43.3115,141.1668
43.3727777777778,10.0061111111111
43.43,16.59
43.44,-3.97
43.4416666666667,14.425
43.45,3.783333
43.47,-4.01
43.5,-2.9
43.676,-5.11666666666667
43.687105,-64.991598
43.87,-1.44
43.9759,-124.65957
44,-6
44,-2.6
44,143
44.02,-69.24
44.159328,141.626534
44.2,-2.54
44.2,13.25
44.26,-68.2
44.2886111111111,-68.4180555555556
44.333148,141.465883
44.333333,135.866667
44.400754,141.315284
44.5,143
44.55,13.0694444444444
44.58,-1.44
44.6,143.566666666667
44.6,143.6
44.6166666666667,140.366666666667
44.6166666666667,141.083333333333
44.645,-124.268105
44.68194,143.2674
44.8107,-124.0679
44.834785,141.551989
45,-139
45.05,-67.04
45.13,-66.08
45.2166666666667,12.2833333333333
45.3,-64.29
45.3122222222222,12.6730555555556
45.3513888888889,14.6011111111111
45.36,13.34
45.523053,141.936058
45.57,12.96
45.6,-1.4
45.603,13.563
45.644085,-59.780762
45.69968,-124.50905
45.800263,-1.441997
45.828799,146.894524
45.8355555555556,-124.801666666667
45.90849,-124.46891
46,-5
46.07,-47.37
46.075,-124.51761
46.227506,-124.230677
46.3333333333333,-1.88333333333333
46.47,-64.08
46.6355,143.6351
46.731184,-2.328105
47,-2.5
47.0847222222222,-125.050833333333
47.18,-3.16
47.24,-61.51
47.309,-3.267
47.413,-122.377085
47.583333,-122.5
47.665,-53.1336111111111
47.699,-122.386667
47.713069,-52.696191
47.7511,-124.6
47.753,-122.396214
47.876838,-45.483398
48,-53.463483
48,165
48,177
48.134739,-53.55223
48.17,-4.66
48.173,-53.1175
48.2,-64.75
48.202715,-51.182344
48.316,-123.28435
48.424,-124.6904
48.459,-123.062936
48.4666666666667,-64.2630555555556
48.485,-123.001388888889
48.50554,-125.79765
48.517,-122.953711
48.534,-123.001653
48.55,-122.971097
48.553,-123.000833333333
48.557,-122.547414
48.559,-122.085833333333
48.579197,-2.689803
48.591,-122.151388888889
48.596,-122.956162
48.72,-3.15027777777778
48.8,-51
48.9,-123.1
48.98,-67
49.010155,148.336611
49.12402,-126.67894
49.17593,-123.620235
49.3473,-123.8583
49.5,-17.3
49.5,173.9
49.639,-125.083333333333
49.71,-1.56
50,-138
50,-10
50.0024,-127.3542
50.298778,-4.161889
50.455494,-58.266836
50.74,-0.32
50.7816666666667,1.48444444444444
50.8,0.1
50.8166666666667,-5.01666666666667
50.875,-129.25
51.291558,2.798765
51.3538888888889,2.74583333333333
51.3894444444444,3.16694444444444
51.3972222222222,4.11638888888889
51.4722222222222,1.33333333333333
51.666667,-176.6
51.7,3.11666666666667
51.8,-144.5
51.8334,-29.9833
52.120047,-6.45999
52.2166666666667,-5.33333333333333
52.467578,-177.445597
52.516667,173.866667
52.8966,155.43
52.9666666666667,4.085
53.0194444444444,1.56722222222222
53.067138,-55.667497
53.179008,-130.843189
53.216667,-130.95
54,-150
54.0359444444444,-134.000183333333
54.295662,-164.041092
54.445718,18.575062
54.52,7.88972222222222
54.6,16.5
54.633333,-168.166667
54.76883,-133.78431
54.908829,-59.767629
55,-149
55.07,18.44
55.083,18.747
55.0833333333333,-16
55.088823,-59.169422
55.4,6.46
55.458002,-60.214912
55.667,6.777
56.0846111111111,-173.034758333333
56.13,4.81
56.4252777777778,12.1891666666667
56.4333333333333,-9.56666666666667
56.5,180
56.705,-51.0833333333333
56.833301,-153.096023
56.8881,-135.8982
57,9.5
57.017,-152.806854
57.112,-135.050833333333
57.35284,-135.90911
57.374,-136.36006
57.5,10.35
57.56,-170.45
57.8,-152.516667
58.078,-136
58.1619444444444,9.50888888888889
58.539595,-19.541019
58.573926,-149.248033
58.6739,-160.0814
59,10.6
59.37,2.92
59.5,-149.79
60,-175
60,-47
63.576126,-60.925187
63.91,-12.53
64.5,-12
64.65,-23.0666666666667
65.04,-34.31
65.267,-22.0191666666667
65.57,-21.08
65.67,-27.56
65.74,-27.4
65.94,-16.79
66,-12
66.14,-17.54
66.16,-18.43
66.28,-23.2
66.28,-16.28
66.75,-24.5
66.91,-13.48
67.22,-57.07
67.25,-19.5
69.652584,18.955858
70,-175
70,-52
70.02383,-144.737828
70.038369,-140.648168
70.1,21.7166666666667
70.832914,-149.52512
71.48,-56.58
71.485664,-154.710667
73.04,-16.31
73.283,19.0002777777778
74.04,-22
74.27,-21.11
74.9,-21.01
75.24,-11.45
75.58,-21.44
76.43,-19.19
76.59,-6.25
79.01,10.43
