spp,CommonName,Source,Country,Site,lat_deg,lat_min,lat_sec,lon_deg,lon_min,lon_sec,CollectionYear,MarkerName,n,bp,He,Hese,Pi,Pise,Notes
Chrysoblephus puniceus,Slinger seabream,Duncan et al. 2015 Fisheries Research 164:64-72,South Africa,Richards Bay,-28.80138,,,32.045279,,,,CR,32,944,0.96,,0.011,,geo coordinates pulled from place name
Chrysoblephus puniceus,Slinger seabream,Duncan et al. 2015 Fisheries Research 164:64-72,Mozambique,Gaza,-25.209939,,,33.884123,,,,CR,33,944,0.96,,0.01,,geo coordinates pulled from place name
Merlangius merlangus,Whiting,Eiriksson & Árnason 2014 Environ. Biol. Fish 97:103-110,Norway,Norway,70,6,,21,43,,1992,COI,78,621,0.6,0.05,0.0013,0.0011,
Merlangius merlangus,Whiting,Eiriksson & Árnason 2014 Environ. Biol. Fish 97:103-110,Iceland,Iceland,64,39,,-23,4,,2004,COI,30,621,0.58,0.08,0.0012,0.001,
Mulloidichthys flavolineatus,Yellowstripe goatfish,Fernandez-Silva 2015 J. Biogeogr. 42:2402-2413,French Polynesia,Mo'orea,-17.53,,,-149.83,,,,cyt b,4,715,1,,0.007,,
Mulloidichthys flavolineatus,Yellowstripe goatfish,Fernandez-Silva 2015 J. Biogeogr. 42:2402-2413,Madagascar,Madagascar,-25.32,,,46.17,,,,cyt b,17,715,0.88,,0.006,,
Mulloidichthys flavolineatus,Yellowstripe goatfish,Fernandez-Silva 2015 J. Biogeogr. 42:2402-2413,Djibouti,Djibouti,11.75,,,43.21,,,,cyt b,6,715,0.87,,0.005,,
Mulloidichthys flavolineatus,Yellowstripe goatfish,Fernandez-Silva 2015 J. Biogeogr. 42:2402-2413,Sudan,Sudan,21.02,,,37.13,,,,cyt b,10,715,0.76,,0.005,,
Mulloidichthys flavolineatus,Yellowstripe goatfish,Fernandez-Silva 2015 J. Biogeogr. 42:2402-2413,Saudi Arabia,Jeddah,21.49,,,39.11,,,,cyt b,23,715,0.83,,0.005,,
Mulloidichthys flavolineatus,Yellowstripe goatfish,Fernandez-Silva 2015 J. Biogeogr. 42:2402-2413,Saudi Arabia,Thuwal,22.33,,,38.85,,,,cyt b,5,715,0.9,,0.005,,
Mulloidichthys flavolineatus,Yellowstripe goatfish,Fernandez-Silva 2015 J. Biogeogr. 42:2402-2413,Cook Islands,Rarotonga,-21.23,,,-159.78,,,,cyt b,10,715,0.96,,0.004,,
Mulloidichthys flavolineatus,Yellowstripe goatfish,Fernandez-Silva 2015 J. Biogeogr. 42:2402-2413,Saudi Arabia,Farasan Banks,16.75,,,41.49,,,,cyt b,5,715,1,,0.004,,
Mulloidichthys flavolineatus,Yellowstripe goatfish,Fernandez-Silva 2015 J. Biogeogr. 42:2402-2413,Israel,Gulf of Aqaba/Eilat,29.508262,,,34.972604,,,,cyt b,10,715,0.87,,0.004,,
Mulloidichthys flavolineatus,Yellowstripe goatfish,Fernandez-Silva 2015 J. Biogeogr. 42:2402-2413,USA,Johnston Atoll,16.73,,,-169.53,,,,cyt b,21,715,0.68,,0.003,,
Mulloidichthys flavolineatus,Yellowstripe goatfish,Fernandez-Silva 2015 J. Biogeogr. 42:2402-2413,USA,Big Island,19.71,,,-155.45,,,,cyt b,44,715,0.52,,0.002,,
Mulloidichthys flavolineatus,Yellowstripe goatfish,Fernandez-Silva 2015 J. Biogeogr. 42:2402-2413,USA,Palmyra,5.87,,,-162.08,,,,cyt b,34,715,0.83,,0.002,,
Mulloidichthys flavolineatus,Yellowstripe goatfish,Fernandez-Silva 2015 J. Biogeogr. 42:2402-2413,Japan,Yoron,27.05,,,128.43,,,,cyt b,16,715,0.68,,0.002,,
Mulloidichthys flavolineatus,Yellowstripe goatfish,Fernandez-Silva 2015 J. Biogeogr. 42:2402-2413,Seychelles,Mahé,-4.68,,,55.48,,,,cyt b,4,715,0.67,,0.001,,
Raja clavata,Thornback ray,Ferrari et al. 2018 Peerj 10.7717,Algeria,Bouharoun,36,37,472,2,38,124,2003,COI,6,579,0.333,,,,
Raja clavata,Thornback ray,Ferrari et al. 2018 Peerj 10.7717,Algeria,Annaba,36,54,166,7,47,152,2001,COI,5,579,0.4,,,,
Raja clavata,Thornback ray,Ferrari et al. 2018 Peerj 10.7717,Italy,Fiumicino,41,45,273,12,7,324,2001,COI,4,579,0.667,,,,
Raja clavata,Thornback ray,Ferrari et al. 2018 Peerj 10.7717,Italy,Tuscany,43,22,22,9,55,322,2002,COI,7,579,0,,,,
Raja clavata,Thornback ray,Ferrari et al. 2018 Peerj 10.7717,Italy,Marche,43,21,330,14,17,510,2002,COI,5,579,0,,,,
Raja clavata,Thornback ray,Ferrari et al. 2018 Peerj 10.7717,Italy,Fano,44,31,120,13,0,250,2006,COI,9,579,0.417,,,,
Raja clavata,Thornback ray,Ferrari et al. 2018 Peerj 10.7717,Turkey,Antakya,36,15,203,35,19,114,2004,COI,6,579,0.333,,,,
Raja clavata,Thornback ray,Ferrari et al. 2018 Peerj 10.7717,Turkey,Iskenderun,35,52,352,33,33,532,2004,COI,5,579,0.4,,,,
Raja clavata,Thornback ray,Ferrari et al. 2018 Peerj 10.7717,Cyprus,Cyprus,34,21,396,33,8,564,2009,COI,4,579,0,,,,
Raja miraletus,Brown skate,Ferrari et al. 2018 Peerj 10.7717,Algeria,Cap Djinet,36,53,12,3,40,201,2009,COI,7,601,0.476,,,,
Raja miraletus,Brown skate,Ferrari et al. 2018 Peerj 10.7717,Spain,Southern Minorca,39,35,540,4,33,306,2006,COI,7,601,0,,,,
Raja miraletus,Brown skate,Ferrari et al. 2018 Peerj 10.7717,Italy,Tuscany,43,22,22,9,55,322,2010,COI,8,601,0,,,,
Raja miraletus,Brown skate,Ferrari et al. 2018 Peerj 10.7717,Croatia,Croatia,45,7,845,14,25,664,2004,COI,9,601,0.667,,,,
Raja miraletus,Brown skate,Ferrari et al. 2018 Peerj 10.7717,Italy,Fano,44,31,120,13,0,250,2000,COI,11,601,0.436,,,,
Raja miraletus,Brown skate,Ferrari et al. 2018 Peerj 10.7717,Cyprus,Cyprus,34,21,396,33,8,564,2009,COI,4,601,0,,,,
Galeus melastomus,Blackmouth catshark,Ferrari et al. 2018 Peerj 10.7717,Algeria,Bouharoun,36,37,472,2,38,124,2010,COI,19,593,0.20468,,,,
Galeus melastomus,Blackmouth catshark,Ferrari et al. 2018 Peerj 10.7717,Italy,Cagliari,38,52,511,8,45,212,2009,COI,17,593,0.2279,,,,
Galeus melastomus,Blackmouth catshark,Ferrari et al. 2018 Peerj 10.7717,Italy,Fano,44,31,120,13,0,250,2008,COI,8,593,0.64286,,,,
Galeus melastomus,Blackmouth catshark,Ferrari et al. 2018 Peerj 10.7717,Italy,Ionian Sea,39,39,65,17,37,390,2008,COI,4,593,0,,,,
Galeus melastomus,Blackmouth catshark,Ferrari et al. 2018 Peerj 10.7717,Cyprus,Cyprus,34,21,396,33,8,564,2009,COI,5,593,0.7,,,,
Scyliorhinus canicula,Small-spotted catshark,Ferrari et al. 2018 Peerj 10.7717,Algeria,Bouharoun,36,37,472,2,38,124,2010,COI,9,596,0.667,,,,
Scyliorhinus canicula,Small-spotted catshark,Ferrari et al. 2018 Peerj 10.7717,Algeria,Tipaza,36,50,176,3,22,63,2010,COI,12,596,0.621,,,,
Scyliorhinus canicula,Small-spotted catshark,Ferrari et al. 2018 Peerj 10.7717,Italy,Cagliari,38,52,511,8,45,212,2009,COI,14,596,0.495,,,,
Scyliorhinus canicula,Small-spotted catshark,Ferrari et al. 2018 Peerj 10.7717,Italy,Fano,45,18,44,12,39,83,2008,COI,10,596,0.778,,,,
Scyliorhinus canicula,Small-spotted catshark,Ferrari et al. 2018 Peerj 10.7717,Cyprus,Cyprus,34,21,39,33,8,56,2009,COI,5,596,0.9,,,,
Raja clavata,Thornback ray,Ferrari et al. 2018 Peerj 10.7717,Algeria,Bouharoun,36,37,472,2,38,124,2003,CR,6,354,0.733,,,,
Raja clavata,Thornback ray,Ferrari et al. 2018 Peerj 10.7717,Algeria,Annaba,36,54,166,7,47,152,2001,CR,5,354,0.4,,,,
Raja clavata,Thornback ray,Ferrari et al. 2018 Peerj 10.7717,Italy,Fiumicino,41,45,273,12,7,324,2001,CR,4,354,0,,,,
Raja clavata,Thornback ray,Ferrari et al. 2018 Peerj 10.7717,Italy,Tuscany,43,22,22,9,55,322,2002,CR,7,354,0.2857,,,,
Raja clavata,Thornback ray,Ferrari et al. 2018 Peerj 10.7717,Italy,Marche,43,21,330,14,17,510,2002,CR,5,354,0,,,,
Raja clavata,Thornback ray,Ferrari et al. 2018 Peerj 10.7717,Italy,Fano,44,31,120,13,0,250,2006,CR,9,354,0.222,,,,
Raja clavata,Thornback ray,Ferrari et al. 2018 Peerj 10.7717,Turkey,Antakya,36,15,203,35,19,114,2004,CR,6,354,0.6,,,,
Raja clavata,Thornback ray,Ferrari et al. 2018 Peerj 10.7717,Turkey,Iskenderun,35,52,352,33,33,532,2004,CR,5,354,0.7,,,,
Raja clavata,Thornback ray,Ferrari et al. 2018 Peerj 10.7717,Cyprus,Cyprus,34,21,396,33,8,564,2009,CR,4,354,0.8333,,,,
Raja clavata,Thornback ray,Ferrari et al. 2018 Peerj 10.7717,Portugal,Portugal,38,22,0,8,83,0,2005,CR,5,354,0,,,,
Raja miraletus,Brown skate,Ferrari et al. 2018 Peerj 10.7717,Algeria,Cap Djinet,36,53,12,3,40,201,2009,CR,7,732,0.2857,,,,
Raja miraletus,Brown skate,Ferrari et al. 2018 Peerj 10.7717,Spain,Southern Minorca,39,35,540,4,33,306,2006,CR,7,732,0,,,,
Raja miraletus,Brown skate,Ferrari et al. 2018 Peerj 10.7717,Italy,Tuscany,43,22,22,9,55,322,2010,CR,8,732,0,,,,
Raja miraletus,Brown skate,Ferrari et al. 2018 Peerj 10.7717,Croatia,Croatia,45,7,845,14,25,664,2004,CR,9,732,0.5556,,,,
Raja miraletus,Brown skate,Ferrari et al. 2018 Peerj 10.7717,Italy,Fano,44,31,120,13,0,250,2000,CR,11,732,0.4727,,,,
Raja miraletus,Brown skate,Ferrari et al. 2018 Peerj 10.7717,Cyprus,Cyprus,34,21,396,33,8,564,2009,CR,4,732,1,,,,
Galeus melastomus,Blackmouth catshark,Ferrari et al. 2018 Peerj 10.7717,Algeria,Bouharoun,36,37,472,2,38,124,2010,CR,19,667,0.7836,,,,
Galeus melastomus,Blackmouth catshark,Ferrari et al. 2018 Peerj 10.7717,Italy,Cagliari,38,52,511,8,45,212,2009,CR,17,667,0.5882,,,,
Galeus melastomus,Blackmouth catshark,Ferrari et al. 2018 Peerj 10.7717,Italy,Fano,44,31,120,13,0,250,2008,CR,8,667,0.92857,,,,
Galeus melastomus,Blackmouth catshark,Ferrari et al. 2018 Peerj 10.7717,Italy,Ionian Sea,39,39,65,17,37,390,2008,CR,4,667,0.8333,,,,
Galeus melastomus,Blackmouth catshark,Ferrari et al. 2018 Peerj 10.7717,Cyprus,Cyprus,34,21,396,33,8,564,2009,CR,5,667,0.9,,,,
Scyliorhinus canicula,Small-spotted catshark,Ferrari et al. 2018 Peerj 10.7717,Algeria,Bouharoun,36,37,472,2,38,124,2010,CR,9,624,0.9444,,,,
Scyliorhinus canicula,Small-spotted catshark,Ferrari et al. 2018 Peerj 10.7717,Algeria,Tipaza,36,50,176,3,22,63,2010,CR,12,624,0.98485,,,,
Scyliorhinus canicula,Small-spotted catshark,Ferrari et al. 2018 Peerj 10.7717,Italy,Cagliari,38,52,511,8,45,212,2009,CR,14,624,0.91758,,,,
Scyliorhinus canicula,Small-spotted catshark,Ferrari et al. 2018 Peerj 10.7717,Italy,Fano,45,18,44,12,39,83,2008,CR,10,624,0.88,,,,
Scyliorhinus canicula,Small-spotted catshark,Ferrari et al. 2018 Peerj 10.7717,Cyprus,Cyprus,34,21,39,33,8,56,2009,CR,5,624,1,,,,
Raja clavata,Thornback ray,Ferrari et al. 2018 Peerj 10.7717,Algeria,Bouharoun,36,37,472,2,38,124,2003,NADH2,6,748,0.333,,,,
Raja clavata,Thornback ray,Ferrari et al. 2018 Peerj 10.7717,Algeria,Annaba,36,54,166,7,47,152,2001,NADH2,5,748,0,,,,
Raja clavata,Thornback ray,Ferrari et al. 2018 Peerj 10.7717,Italy,Fiumicino,41,45,273,12,7,324,2001,NADH2,4,748,0,,,,
Raja clavata,Thornback ray,Ferrari et al. 2018 Peerj 10.7717,Italy,Tuscany,43,22,22,9,55,322,2002,NADH2,7,748,0,,,,
Raja clavata,Thornback ray,Ferrari et al. 2018 Peerj 10.7717,Italy,Marche,43,21,330,14,17,510,2002,NADH2,5,748,0.4,,,,
Raja clavata,Thornback ray,Ferrari et al. 2018 Peerj 10.7717,Italy,Fano,44,31,120,13,0,250,2006,NADH2,9,748,0.556,,,,
Raja clavata,Thornback ray,Ferrari et al. 2018 Peerj 10.7717,Turkey,Antakya,36,15,203,35,19,114,2004,NADH2,6,748,0.333,,,,
Raja clavata,Thornback ray,Ferrari et al. 2018 Peerj 10.7717,Turkey,Iskenderun,35,52,352,33,33,532,2004,NADH2,5,748,0,,,,
Raja clavata,Thornback ray,Ferrari et al. 2018 Peerj 10.7717,Cyprus,Cyprus,34,21,396,33,8,564,2009,NADH2,4,748,0,,,,
Raja clavata,Thornback ray,Ferrari et al. 2018 Peerj 10.7717,Portugal,Portugal,38,22,0,8,83,0,2005,NADH2,5,748,0.6,,,,
Raja miraletus,Brown skate,Ferrari et al. 2018 Peerj 10.7717,Algeria,Cap Djinet,36,53,12,3,40,201,2009,NADH2,7,698,0.2857,,,,
Raja miraletus,Brown skate,Ferrari et al. 2018 Peerj 10.7717,Spain,Southern Minorca,39,35,540,4,33,306,2006,NADH2,7,698,0.2857,,,,
Raja miraletus,Brown skate,Ferrari et al. 2018 Peerj 10.7717,Italy,Tuscany,43,22,22,9,55,322,2010,NADH2,8,698,0,,,,
Raja miraletus,Brown skate,Ferrari et al. 2018 Peerj 10.7717,Croatia,Croatia,45,7,845,14,25,664,2004,NADH2,9,698,0.556,,,,
Raja miraletus,Brown skate,Ferrari et al. 2018 Peerj 10.7717,Italy,Fano,44,31,120,13,0,250,2000,NADH2,11,698,0.4364,,,,
Raja miraletus,Brown skate,Ferrari et al. 2018 Peerj 10.7717,Cyprus,Cyprus,34,21,396,33,8,564,2009,NADH2,4,698,0.8333,,,,
Galeus melastomus,Blackmouth catshark,Ferrari et al. 2018 Peerj 10.7717,Algeria,Bouharoun,36,37,472,2,38,124,2010,NADH2,19,673,0.76608,,,,
Galeus melastomus,Blackmouth catshark,Ferrari et al. 2018 Peerj 10.7717,Italy,Cagliari,38,52,511,8,45,212,2009,NADH2,17,673,0.8235,,,,
Galeus melastomus,Blackmouth catshark,Ferrari et al. 2018 Peerj 10.7717,Italy,Fano,44,31,120,13,0,250,2008,NADH2,8,673,0.60714,,,,
Galeus melastomus,Blackmouth catshark,Ferrari et al. 2018 Peerj 10.7717,Italy,Ionian Sea,39,39,65,17,37,390,2008,NADH2,4,673,1,,,,
Galeus melastomus,Blackmouth catshark,Ferrari et al. 2018 Peerj 10.7717,Cyprus,Cyprus,34,21,396,33,8,564,2009,NADH2,5,673,0.9,,,,
Scyliorhinus canicula,Small-spotted catshark,Ferrari et al. 2018 Peerj 10.7717,Algeria,Bouharoun,36,37,472,2,38,124,2010,NADH2,9,749,0.8889,,,,
Scyliorhinus canicula,Small-spotted catshark,Ferrari et al. 2018 Peerj 10.7717,Algeria,Tipaza,36,50,176,3,22,63,2010,NADH2,12,749,0.87879,,,,
Scyliorhinus canicula,Small-spotted catshark,Ferrari et al. 2018 Peerj 10.7717,Italy,Cagliari,38,52,511,8,45,212,2009,NADH2,14,749,0.4736,,,,
Scyliorhinus canicula,Small-spotted catshark,Ferrari et al. 2018 Peerj 10.7717,Italy,Fano,45,18,44,12,39,83,2008,NADH2,10,749,0.2,,,,
Scyliorhinus canicula,Small-spotted catshark,Ferrari et al. 2018 Peerj 10.7717,Cyprus,Cyprus,34,21,39,33,8,56,2009,NADH2,5,749,0,,,,
Menticirrhus americanus,Southern kingroaker,Freitas et al. 2017 Fisheries Research 191:87-94,Brazil,Piauí,-2.83758,,,-41.68686,,,,CR,18,801,0.993,,0.0081,,
Menticirrhus americanus,Southern kingroaker,Freitas et al. 2017 Fisheries Research 191:87-94,Brazil,Pará,-0.82902,,,-46.60465,,,,CR,20,801,0.995,,0.0079,,
Menticirrhus americanus,Southern kingroaker,Freitas et al. 2017 Fisheries Research 191:87-94,Brazil,Bahia,-13.37118,,,-38.87249,,,,CR,26,801,0.985,,0.0079,,
Menticirrhus americanus,Southern kingroaker,Freitas et al. 2017 Fisheries Research 191:87-94,Brazil,Paraíba,-6.88774,,,-34.86246,,,,CR,24,801,0.993,,0.0067,,
Menticirrhus americanus,Southern kingroaker,Freitas et al. 2017 Fisheries Research 191:87-94,Brazil,Santa Catarina,-20.29703,,,-40.28698,,,,CR,30,801,0.405,,0.001,,
Pholis fangi,,Gao et al. 2019 J. Ocean Univ. China 18:947-952,China,Yantai,37.493671,,,121.475818,,,2007,CR,20,487,0.7895,,0.0036,,geo coordinates pulled from place name
Pholis fangi,,Gao et al. 2019 J. Ocean Univ. China 18:947-952,China,Laizhou Bay,37.380427,,,119.508294,,,2010,CR,20,487,0.7789,,0.0035,,geo coordinates pulled from place name
Pholis fangi,,Gao et al. 2019 J. Ocean Univ. China 18:947-952,China,Quingdao,36.038081,,,120.34419,,,2010,CR,22,487,0.7403,,0.0029,,geo coordinates pulled from place name
Pholis fangi,,Gao et al. 2019 J. Ocean Univ. China 18:947-952,China,Dandong,39.902748,,,124.281152,,,2010,CR,20,487,0.6737,,0.0028,,geo coordinates pulled from place name
Pholis fangi,,Gao et al. 2019 J. Ocean Univ. China 18:947-952,China,Dalian,38.943124,,,121.680095,,,2011,CR,20,487,0.7474,,0.0025,,geo coordinates pulled from place name
Pholis fangi,,Gao et al. 2019 J. Ocean Univ. China 18:947-952,China,Rushan,36.780653,,,121.652187,,,2011,CR,21,487,0.6667,,0.0025,,geo coordinates pulled from place name
Pholis fangi,,Gao et al. 2019 J. Ocean Univ. China 18:947-952,China,Rizhao,35.38773,,,119.577491,,,2009,CR,20,487,0.4421,,0.0016,,geo coordinates pulled from place name
Sillago japonica,Japanese whiting,Gao et al. 2019 Mitochondrial DNA Part A 30:172-183,Japan,Ise Bay,34,45,,136,47,,2013,CR,26,414,0.997,,0.036,,
Sillago japonica,Japanese whiting,Gao et al. 2019 Mitochondrial DNA Part A 30:172-183,China,Shantou,23,16,,116,51,,2015,CR,18,414,1,,0.032,,
Sillago japonica,Japanese whiting,Gao et al. 2019 Mitochondrial DNA Part A 30:172-183,China,Longkou,37,33,,120,15,,2014,CR,8,414,1,,0.031,,
Sillago japonica,Japanese whiting,Gao et al. 2019 Mitochondrial DNA Part A 30:172-183,China,Jiaonan,35,39,,120,5,,2015,CR,28,414,0.998,,0.031,,
