spp,CommonName,Source,Country,Site,lat_deg,lat_min,lat_sec,lon_deg,lon_min,lon_sec,CollectionYear,MarkerName,n,bp,He,Hese,Pi,Pise,Notes
Carcharhinus galapagensis,Galapagos shark,Pazmiño et al. 2017 Conserv. Genet. 18:1151-1163,Ecuador,San Cristobal,-0.525015,,,-89.9,,,,CR,27,997,0.361,0.0269,0.007,0,Not sure of exact sample sizes --- 85 total sampled but only 77 used in mtDNA analyses and unclear where those 77 came from
Sardinella lemuru,Bali sardine,"Pedrosa-Gerasmio, Agmata & Santos 2015 Fisheries Research 162:64-74",Philippines,Palawan,9.59959,,,118.344876,,,,D-loop,40,305,0.9987,0.0009,0.039748,0.0032,geo coordinates pulled from place name
Sardinella lemuru,Bali sardine,"Pedrosa-Gerasmio, Agmata & Santos 2015 Fisheries Research 162:64-74",Philippines,Zamboanga,6.925259,,,122.047269,,,,D-loop,50,305,0.9984,0.0006,0.037405,0.0027,geo coordinates pulled from place name
Sardinella lemuru,Bali sardine,"Pedrosa-Gerasmio, Agmata & Santos 2015 Fisheries Research 162:64-74",Indonesia,Indonesia,1.477665,,,124.8171,,,,D-loop,48,305,0.9981,0.0007,0.036779,0.0027,geo coordinates pulled from place name
Sardinella lemuru,Bali sardine,"Pedrosa-Gerasmio, Agmata & Santos 2015 Fisheries Research 162:64-74",Philippines,Tawi-Tawi,5.242868,,,119.96642,,,,D-loop,44,305,0.9984,0.0007,0.036413,0.0028,geo coordinates pulled from place name
Auxis thazard,Frigate tuna,"Pedrosa-Gerasmio, Agmata & Santos 2015 Fisheries Research 162:64-74",Indonesia,Indonesia,1.477665,,,124.8171,,,,D-loop,22,309,0.9952,0.0035,0.035913,0.004,geo coordinates pulled from place name
Auxis thazard,Frigate tuna,"Pedrosa-Gerasmio, Agmata & Santos 2015 Fisheries Research 162:64-74",Philippines,Palawan,9.59959,,,118.344876,,,,D-loop,49,309,1,0.0006,0.034123,0.0025,geo coordinates pulled from place name
Auxis thazard,Frigate tuna,"Pedrosa-Gerasmio, Agmata & Santos 2015 Fisheries Research 162:64-74",Malaysia,Malaysia,6.878104,,,116.836371,,,,D-loop,40,309,0.9987,0.001,0.032696,0.0027,geo coordinates pulled from place name
Sardinella lemuru,Bali sardine,"Pedrosa-Gerasmio, Agmata & Santos 2015 Fisheries Research 162:64-74",Malaysia,Malaysia,6.878104,,,116.836371,,,,D-loop,49,305,1,0.0006,0.030987,0.0023,geo coordinates pulled from place name
Auxis thazard,Frigate tuna,"Pedrosa-Gerasmio, Agmata & Santos 2015 Fisheries Research 162:64-74",Philippines,Zamboanga,6.925259,,,122.047269,,,,D-loop,39,309,0.972,0.0011,0.030625,0.0026,geo coordinates pulled from place name
Rastrelliger kanagurta,Indian mackerel,"Pedrosa-Gerasmio, Agmata & Santos 2015 Fisheries Research 162:64-74",Philippines,Palawan,9.59959,,,118.344876,,,,D-loop,31,323,1,0.0173,0.028797,0.0027,geo coordinates pulled from place name
Rastrelliger kanagurta,Indian mackerel,"Pedrosa-Gerasmio, Agmata & Santos 2015 Fisheries Research 162:64-74",Malaysia,Malaysia,6.878104,,,116.836371,,,,D-loop,48,323,0.9628,0.0018,0.018975,0.0015,geo coordinates pulled from place name
Rastrelliger kanagurta,Indian mackerel,"Pedrosa-Gerasmio, Agmata & Santos 2015 Fisheries Research 162:64-74",Philippines,Tawi-Tawi,5.242868,,,119.96642,,,,D-loop,43,323,0.9574,0.002,0.012735,0.0011,geo coordinates pulled from place name
Rastrelliger kanagurta,Indian mackerel,"Pedrosa-Gerasmio, Agmata & Santos 2015 Fisheries Research 162:64-74",Philippines,Zamboanga,6.925259,,,122.047269,,,,D-loop,47,323,0.9574,0.0019,0.011691,0.001,geo coordinates pulled from place name
Selar crumenophthalmus,Bigeye scad,"Pedrosa-Gerasmio, Agmata & Santos 2015 Fisheries Research 162:64-74",Malaysia,Malaysia,6.878104,,,116.836371,,,,D-loop,50,364,0.0641,0.0091,0.005482,0.0005,geo coordinates pulled from place name
Selar crumenophthalmus,Bigeye scad,"Pedrosa-Gerasmio, Agmata & Santos 2015 Fisheries Research 162:64-74",Philippines,Palawan,9.59959,,,118.344876,,,,D-loop,49,364,0.7432,0.01,0.005425,0.0005,geo coordinates pulled from place name
Selar crumenophthalmus,Bigeye scad,"Pedrosa-Gerasmio, Agmata & Santos 2015 Fisheries Research 162:64-74",Philippines,Tawi-Tawi,5.242868,,,119.96642,,,,D-loop,37,364,0.0678,0.0111,0.005318,0.0006,geo coordinates pulled from place name
Selar crumenophthalmus,Bigeye scad,"Pedrosa-Gerasmio, Agmata & Santos 2015 Fisheries Research 162:64-74",Indonesia,Indonesia,1.477665,,,124.8171,,,,D-loop,50,364,0.0675,0.0095,0.005108,0.0005,geo coordinates pulled from place name
Selar crumenophthalmus,Bigeye scad,"Pedrosa-Gerasmio, Agmata & Santos 2015 Fisheries Research 162:64-74",Philippines,Zamboanga,6.925259,,,122.047269,,,,D-loop,38,364,0.7255,0.013,0.004831,0.0005,geo coordinates pulled from place name
Abudefduf saxatilis,Sergeant major,Piñeros et al. 2015 Evol. Biol. 42:235-249,Mexico,Lobos Island,21,29,19.4,-97,13,37.5,,"cytb, control region",27,1250,0.98,0.0192,0.009,0.001,
Abudefduf saxatilis,Sergeant major,Piñeros et al. 2015 Evol. Biol. 42:235-249,Mexico,Antón Lizardo,19,5,57.2,-95,56,30.1,,"cytb, control region",18,1250,0.99,0.0047,0.008,0.0009,
Abudefduf saxatilis,Sergeant major,Piñeros et al. 2015 Evol. Biol. 42:235-249,Mexico,Veracruz,19,11,58.5,-96,4,10,,"cytb, control region",12,1250,1,0.0087,0.007,0.0012,
Abudefduf saxatilis,Sergeant major,Piñeros et al. 2015 Evol. Biol. 42:235-249,Mexico,Contoy Island,21,28,19.4,-86,47,19.9,,"cytb, control region",13,1250,0.99,0.0111,0.007,0.0011,
Abudefduf saxatilis,Sergeant major,Piñeros et al. 2015 Evol. Biol. 42:235-249,Mexico,Xcalak,18,19,33.5,-87,48,56.2,,"cytb, control region",15,1250,1,0.0052,0.007,0.001,
Abudefduf saxatilis,Sergeant major,Piñeros et al. 2015 Evol. Biol. 42:235-249,Mexico,Cozumel Island,20,26,26.5,-87,0,8.2,,"cytb, control region",17,1250,1,0.0049,0.006,0.0007,
Abudefduf saxatilis,Sergeant major,Piñeros et al. 2015 Evol. Biol. 42:235-249,Mexico,Tuxpan,21,1,37.3,-97,11,56.9,,"cytb, control region",16,1250,0.99,0.0075,0.005,0.0008,
Hexagrammos otakii,Fat greenling,Ren et al. 2013 Biochemical Systematics and Ecology 47:156-163,Japan,Matsushima,38.370675,,,141.075339,,,,CR,11,471,0.891,0.0223,0.009,0.0015,geo coordinates pulled from place name
Hexagrammos otakii,Fat greenling,Ren et al. 2013 Biochemical Systematics and Ecology 47:156-163,,Rongcheng,37.083387,,,122.554008,,,,CR,31,471,0.991,0.0041,0.008,0.0007,geo coordinates pulled from place name
Hexagrammos otakii,Fat greenling,Ren et al. 2013 Biochemical Systematics and Ecology 47:156-163,,Yantai,37.604728,,,121.332314,,,,CR,24,471,0.982,0.0033,0.007,0.0008,geo coordinates pulled from place name
Hexagrammos otakii,Fat greenling,Ren et al. 2013 Biochemical Systematics and Ecology 47:156-163,,Rizhao,35.409244,,,119.580278,,,,CR,67,471,0.978,0.0016,0.007,0.0005,geo coordinates pulled from place name
Hexagrammos otakii,Fat greenling,Ren et al. 2013 Biochemical Systematics and Ecology 47:156-163,,Ganyu,34.833999,,,119.218119,,,,CR,26,471,0.951,0.0069,0.007,0.0008,geo coordinates pulled from place name
Hexagrammos otakii,Fat greenling,Ren et al. 2013 Biochemical Systematics and Ecology 47:156-163,Japan,Aomori Prefecture,40.968581,,,140.78236,,,,CR,24,471,0.96,0.0051,0.006,0.0014,geo coordinates pulled from place name
Hexagrammos otakii,Fat greenling,Ren et al. 2013 Biochemical Systematics and Ecology 47:156-163,,Dalian,38.879072,,,121.717527,,,,CR,25,471,0.953,0.006,0.006,0.0008,geo coordinates pulled from place name
Hexagrammos otakii,Fat greenling,Ren et al. 2013 Biochemical Systematics and Ecology 47:156-163,,Zhaoyuan,37.5082,,,120.163132,,,,CR,19,471,0.942,0.0087,0.006,0.0009,geo coordinates pulled from place name
Hexagrammos otakii,Fat greenling,Ren et al. 2013 Biochemical Systematics and Ecology 47:156-163,,Quingdao,36.04388,,,120.384056,,,,CR,24,471,0.906,0.0086,0.006,0.0008,geo coordinates pulled from place name
Hexagrammos otakii,Fat greenling,Ren et al. 2013 Biochemical Systematics and Ecology 47:156-163,China,Dandong,39.933488,,,124.307597,,,,CR,24,471,0.906,0.0096,0.004,0.0006,geo coordinates pulled from place name
Seriola dumerili,Greater amberjack,Šegvi?-Bubi? et al. 2016 Fisheries Research 179:271-279,Spain,Santa Cruz de Tenerife,28.458269,,,-16.245823,,,,"cytb, 16S",5,987,0.71,,,,geo coordinates pulled from place name
Seriola rivoliana,Longfin yellowtail,Šegvi?-Bubi? et al. 2016 Fisheries Research 179:271-279,Portugal,Azores,38.390493,,,-27.877794,,,,"cytb, 16S",11,987,0.79,,,,geo coordinates pulled from place name
Aetobatus narinari,Spotted eagle ray,Sellas et al. 2015 Journal of Heredity 266-275,USA,Florida,27.344437,,,-82.567594,,,2009-2011,Cytb,169,580,0.71,,0.0024,,geo coordinates pulled from place name
Aetobatus narinari,Spotted eagle ray,Sellas et al. 2015 Journal of Heredity 266-275,Cuba,Cuba,21.651703,,,-83.102581,,,2013,Cytb,19,580,0.561,,0.0024,,geo coordinates pulled from place name
Aetobatus narinari,Spotted eagle ray,Sellas et al. 2015 Journal of Heredity 266-275,Mexico,Mexico,19.53495,,,-92.177222,,,2009-2013,Cytb,96,580,0.536,,0.0022,,geo coordinates pulled from place name
Seriola lalandi,Yellowtail kingfish,Sepúlveda & González 2017 Journal of Fish Biology 90:249-264,Chile,Chañaral,-26.346308,,,-70.631411,,,2012,COI,33,674,0.68,0.01393,0.0019,0.0000522,geo coordinates pulled from place name
Seriola lalandi,Yellowtail kingfish,Sepúlveda & González 2017 Journal of Fish Biology 90:249-264,Chile,Antofagasta,-23.630241,,,-70.42636,,,2013,COI,45,674,0.43,0.01342,0.001,0.0000447,geo coordinates pulled from place name
Seriola lalandi,Yellowtail kingfish,Sepúlveda & González 2017 Journal of Fish Biology 90:249-264,Chile,Coquimbo,-29.943517,,,-71.32444,,,2014,COI,30,674,0.19,0.01643,0.0004,0.0000365,geo coordinates pulled from place name
Seriola lalandi,Yellowtail kingfish,Sepúlveda & González 2017 Journal of Fish Biology 90:249-264,Chile,Juan Fernández Archipelago,-33.659423,,,-78.935932,,,2014,COI,30,674,0.07,0.01095,0.0001,0.000083,geo coordinates pulled from place name
Archosargus probatocephalus,Sheepshead,Seyoum et al. 2017 Bull. Mar. Sci. 93:691-713,USA,Florida Bay,25.037202,,,-80.725444,,,1996,CR,30,470,,,0.043,,geo coordinates pulled from place name
Archosargus probatocephalus,Sheepshead,Seyoum et al. 2017 Bull. Mar. Sci. 93:691-713,USA,Steinhatchee,29.67132,,,-83.392316,,,1999,CR,28,470,,,0.042,,geo coordinates pulled from place name
Archosargus probatocephalus,Sheepshead,Seyoum et al. 2017 Bull. Mar. Sci. 93:691-713,USA,Corpus Christi,27.799609,,,-97.330457,,,1999,CR,31,470,,,0.04,,geo coordinates pulled from place name
Archosargus probatocephalus,Sheepshead,Seyoum et al. 2017 Bull. Mar. Sci. 93:691-713,USA,Apalachicola,29.718192,,,-84.9814,,,1999,CR,60,470,,,0.04,,geo coordinates pulled from place name
Archosargus probatocephalus,Sheepshead,Seyoum et al. 2017 Bull. Mar. Sci. 93:691-713,USA,Cedar Keys,29.135342,,,-83.042618,,,1998,CR,33,470,,,0.039,,geo coordinates pulled from place name
Archosargus probatocephalus,Sheepshead,Seyoum et al. 2017 Bull. Mar. Sci. 93:691-713,USA,Tampa Bay,27.739577,,,-82.59122,,,1999,CR,38,470,,,0.039,,geo coordinates pulled from place name
Archosargus probatocephalus,Sheepshead,Seyoum et al. 2017 Bull. Mar. Sci. 93:691-713,USA,Fort Walton,30.426693,,,-86.583054,,,1997,CR,25,470,,,0.034,,geo coordinates pulled from place name
Archosargus probatocephalus,Sheepshead,Seyoum et al. 2017 Bull. Mar. Sci. 93:691-713,USA,Indian River,27.691957,,,-80.351466,,,1999,CR,36,470,,,0.034,,geo coordinates pulled from place name
Archosargus probatocephalus,Sheepshead,Seyoum et al. 2017 Bull. Mar. Sci. 93:691-713,USA,Morehead City,34.715791,,,-76.72042,,,1999,CR,36,470,,,0.033,,geo coordinates pulled from place name
Archosargus probatocephalus,Sheepshead,Seyoum et al. 2017 Bull. Mar. Sci. 93:691-713,USA,Charleston,32.76209,,,-79.886029,,,2001,CR,23,470,,,0.032,,geo coordinates pulled from place name
Archosargus probatocephalus,Sheepshead,Seyoum et al. 2017 Bull. Mar. Sci. 93:691-713,USA,St. Johns River,30.40297,,,-81.395411,,,2001,CR,29,470,,,0.031,,geo coordinates pulled from place name; mouth of river in Jacksonville given map in paper
Archosargus probatocephalus,Sheepshead,Seyoum et al. 2017 Bull. Mar. Sci. 93:691-713,USA,St. Simmons & Cumberland Islands,31.001457,,,-81.3979225,,,1998,CR,31,470,,,0.031,,geo coordinates pulled from place name; mean lat/long coordinates between islands provided
Engraulis capensis,Southern African anchovy,Silva et al. 2017 Scientific Reports 7:2893,South Africa,South Africa,-34.7,,,21,,,2007,Cytb,13,1044,0.923,,0.019,,
Engraulis japonicus,Japanese anchovy,Silva et al. 2017 Scientific Reports 7:2893,Japan,Japan,35.6,,,139.9,,,2006,Cytb,24,1044,1,,0.011,,
Engraulis capensis,Southern African anchovy,Silva et al. 2017 Scientific Reports 7:2893,Namibia,Namibia,-17.2,,,11.7,,,2007,Cytb,24,1044,0.92,,0.01,,
Engraulis australis,Australian anchovy,Silva et al. 2017 Scientific Reports 7:2893,Australia,Australia,-35,,,151,,,2008,Cytb,34,1044,0.998,,0.007,,
Engraulis australis,Australian anchovy,Silva et al. 2017 Scientific Reports 7:2893,New Zealand,New Zealand,-36.7,,,175,,,2005,Cytb,35,1044,0.709,,0.001,,
Lutjanus synagris,Lane snapper,Silva et al. 2018 Fisheries Research 198:138-149,Brazil,Amapá,2.158992,,,-50.631086,,,2001-2014,CR,34,632,0.6257,,0.0026,,
Lutjanus synagris,Lane snapper,Silva et al. 2018 Fisheries Research 198:138-149,,Amapá,2.158992,,,-50.631086,,,2001-2014,ND4,33,590,0.0606,,0.002,,
Lutjanus synagris,Lane snapper,Silva et al. 2018 Fisheries Research 198:138-149,,R. G. Norte,-5.325649,,,-35.248962,,,2001-2014,CR,61,632,0.4814,,0.0019,,
Lutjanus synagris,Lane snapper,Silva et al. 2018 Fisheries Research 198:138-149,,Pará,-0.023003,,,-48.501911,,,2001-2014,CR,67,632,0.5898,,0.0017,,
Lutjanus synagris,Lane snapper,Silva et al. 2018 Fisheries Research 198:138-149,,Ceará,-3.15889,,,-39.123397,,,2001-2014,CR,24,632,0.6667,,0.0016,,
Lutjanus synagris,Lane snapper,Silva et al. 2018 Fisheries Research 198:138-149,,Bahia,-13.608078,,,-38.861227,,,2001-2014,CR,55,632,0.5973,,0.0013,,
Lutjanus synagris,Lane snapper,Silva et al. 2018 Fisheries Research 198:138-149,,Pará,-0.023003,,,-48.501911,,,2001-2014,Cytb,32,777,0.2923,,0.0008,,
Lutjanus synagris,Lane snapper,Silva et al. 2018 Fisheries Research 198:138-149,,E. Santo,-20.329831,,,-40.013493,,,2001-2014,CR,16,632,0.35,,0.0007,,
Lutjanus synagris,Lane snapper,Silva et al. 2018 Fisheries Research 198:138-149,,Bahia,-13.608078,,,-38.861227,,,2001-2014,ND4,47,590,0.2784,,0.0007,,
Lutjanus synagris,Lane snapper,Silva et al. 2018 Fisheries Research 198:138-149,,Maranhão,-2.107936,,,-43.489737,,,2001-2014,CR,15,632,0.2571,,0.0006,,
Lutjanus synagris,Lane snapper,Silva et al. 2018 Fisheries Research 198:138-149,,R. G. Norte,-5.325649,,,-35.248962,,,2001-2014,Cytb,77,777,0.2662,,0.0006,,
Lutjanus synagris,Lane snapper,Silva et al. 2018 Fisheries Research 198:138-149,,Pará,-0.023003,,,-48.501911,,,2001-2014,ND4,33,590,0.1761,,0.0006,,
Lutjanus synagris,Lane snapper,Silva et al. 2018 Fisheries Research 198:138-149,,Amapá,2.158992,,,-50.631086,,,2001-2014,Cytb,23,777,0.17,,0.0005,,
Lutjanus synagris,Lane snapper,Silva et al. 2018 Fisheries Research 198:138-149,,Ceará,-3.15889,,,-39.123397,,,2001-2014,ND4,23,590,0.3241,,0.0005,,
Lutjanus synagris,Lane snapper,Silva et al. 2018 Fisheries Research 198:138-149,,R. G. Norte,-5.325649,,,-35.248962,,,2001-2014,ND4,48,590,0.3085,,0.0005,,
Lutjanus synagris,Lane snapper,Silva et al. 2018 Fisheries Research 198:138-149,,E. Santo,-20.329831,,,-40.013493,,,2001-2014,ND4,17,590,0.3309,,0.0005,,
Lutjanus synagris,Lane snapper,Silva et al. 2018 Fisheries Research 198:138-149,,Maranhão,-2.107936,,,-43.489737,,,2001-2014,Cytb,15,777,0.3619,,0.0004,,
Lutjanus synagris,Lane snapper,Silva et al. 2018 Fisheries Research 198:138-149,,Bahia,-13.608078,,,-38.861227,,,2001-2014,Cytb,59,777,0.225,,0.0003,,
Lutjanus synagris,Lane snapper,Silva et al. 2018 Fisheries Research 198:138-149,,Ceará,-3.15889,,,-39.123397,,,2001-2014,Cytb,29,777,0.1995,,0.0002,,
Lutjanus synagris,Lane snapper,Silva et al. 2018 Fisheries Research 198:138-149,,E. Santo,-20.329831,,,-40.013493,,,2001-2014,Cytb,18,777,0.2157,,0.0002,,
Lutjanus synagris,Lane snapper,Silva et al. 2018 Fisheries Research 198:138-149,,Maranhão,-2.107936,,,-43.489737,,,2001-2014,ND4,15,590,0.1333,,0.0002,,
Engraulis encrasicolus,European anchovy,"Silva, Horne & Castilho 2014 J. Biogeogr. 41:1171-1182",France,Bay of Biscay,43.5,,,-2.9,,,2007,Cytb,23,1045,0.98,,0.015,,
Engraulis encrasicolus,European anchovy,"Silva, Horne & Castilho 2014 J. Biogeogr. 41:1171-1182",Poland,Poland,54.6,,,16.5,,,2008,Cytb,9,1045,0.917,,0.014,,
Engraulis encrasicolus,European anchovy,"Silva, Horne & Castilho 2014 J. Biogeogr. 41:1171-1182",Portugal,Portugal - North,40.7,,,-8.8,,,1998,Cytb,25,1045,0.997,,0.013,,
Engraulis encrasicolus,European anchovy,"Silva, Horne & Castilho 2014 J. Biogeogr. 41:1171-1182",Portugal,Portugal - South,37.1,,,-8.4,,,2007,Cytb,29,1045,0.995,,0.011,,
Engraulis encrasicolus,European anchovy,"Silva, Horne & Castilho 2014 J. Biogeogr. 41:1171-1182",England,English Channel,50.8,,,0.1,,,2007,Cytb,27,1045,0.963,,0.01,,
Engraulis encrasicolus,European anchovy,"Silva, Horne & Castilho 2014 J. Biogeogr. 41:1171-1182",Norway,Norway,59,,,10.6,,,2007,Cytb,24,1045,0.953,,0.009,,
Engraulis encrasicolus,European anchovy,"Silva, Horne & Castilho 2014 J. Biogeogr. 41:1171-1182",Spain,Málaga,36.6,,,-4.3,,,,Cytb,31,1045,1,,0.007,,
Engraulis encrasicolus,European anchovy,"Silva, Horne & Castilho 2014 J. Biogeogr. 41:1171-1182",Spain,Canary Islands,28.3,,,-15,,,1999,Cytb,24,1045,0.996,,0.007,,
Engraulis encrasicolus,European anchovy,"Silva, Horne & Castilho 2014 J. Biogeogr. 41:1171-1182",Senegal,Senegal,14.8,,,-17.6,,,1999,Cytb,25,1045,1,,0.006,,
Engraulis encrasicolus,European anchovy,"Silva, Horne & Castilho 2014 J. Biogeogr. 41:1171-1182",Guinea-Bissau,Guinea-Bissau,9.7,,,-14.2,,,2006,Cytb,20,1045,1,,0.006,,
Engraulis encrasicolus,European anchovy,"Silva, Horne & Castilho 2014 J. Biogeogr. 41:1171-1182",Ghana,Ghana,5.6,,,0,,,2008,Cytb,25,1045,1,,0.006,,
Engraulis eurystole,Silver anchovy,"Silva, Horne & Castilho 2014 J. Biogeogr. 41:1171-1182",USA,USA,41.5,,,-66.1,,,2006,Cytb,12,1045,0.909,,0.004,,
Engraulis encrasicolus,European anchovy,"Silva, Horne & Castilho 2014 J. Biogeogr. 41:1171-1182",Morocco,Tangier,35.9,,,-5.9,,,,Cytb,38,1045,0.423,,0.003,,
Labroides dimidiatus,Bluestreak cleaner wrasse,Sims et al. 2014 Coral Reefs 33:223-233,Australia,Christmas Island,-10.452862,,,105.629646,,,,CR,7,,1,,0.00026,,geo coordinates pulled from place name
Labroides dimidiatus,Bluestreak cleaner wrasse,Sims et al. 2014 Coral Reefs 33:223-233,Seychelles,Seychelles,-4.659087,,,55.423616,,,,CR,9,,1,,0.00023,,geo coordinates pulled from place name
Labroides dimidiatus,Bluestreak cleaner wrasse,Sims et al. 2014 Coral Reefs 33:223-233,Saudi Arabia,Red Sea,22.292288,,,39.078065,,,,CR,4,,1,,0.00021,,geo coordinates pulled from place name
Labroides dimidiatus,Bluestreak cleaner wrasse,Sims et al. 2014 Coral Reefs 33:223-233,Australia,Cocos-Keeling Island,-12.142004,,,96.89085,,,,CR,5,,1,,0.0002,,geo coordinates pulled from place name
Labroides dimidiatus,Bluestreak cleaner wrasse,Sims et al. 2014 Coral Reefs 33:223-233,Australia,Lizard Island,-14.659536,,,145.465486,,,,CR,18,,0.83,,0.00013,,geo coordinates pulled from place name
Labroides dimidiatus,Bluestreak cleaner wrasse,Sims et al. 2014 Coral Reefs 33:223-233,Australia,Heron Island,-23.441783,,,151.914621,,,,CR,32,,0.75,,0.00011,,geo coordinates pulled from place name
Collichthys lucidus,,Song et al. 2013 Environ. Biol. Fish 97:69-77,China,Zhoushan,29.965584,,,122.208477,,,2010,CR,23,400,0.921,,0.026,,geo coordinates pulled from place name
Collichthys lucidus,,Song et al. 2013 Environ. Biol. Fish 97:69-77,China,Ningde,26.651394,,,119.573647,,,2010,CR,22,400,0.823,,0.023,,geo coordinates pulled from place name
Collichthys lucidus,,Song et al. 2013 Environ. Biol. Fish 97:69-77,China,Lianyungang,34.7787987,,,119.400045,,,2009,CR,23,400,0.81,,0.014,,geo coordinates pulled from place name
Collichthys lucidus,,Song et al. 2013 Environ. Biol. Fish 97:69-77,China,Shanghai,31.077399,,,121.910481,,,2009,CR,16,400,0.908,,0.012,,geo coordinates pulled from place name
Collichthys lucidus,,Song et al. 2013 Environ. Biol. Fish 97:69-77,China,Changjiang River,32.245265,,,120.983534,,,2011,CR,23,400,0.834,,0.008,,geo coordinates pulled from place name
Collichthys lucidus,,Song et al. 2013 Environ. Biol. Fish 97:69-77,China,Xiamen,24.465384,,,118.06044,,,2009,CR,21,400,0.629,,0.003,,geo coordinates pulled from place name
Collichthys lucidus,,Song et al. 2013 Environ. Biol. Fish 97:69-77,China,Shenzhen,22.487684,,,113.978285,,,2009,CR,23,400,0.755,,0.003,,geo coordinates pulled from place name
Diplodus vulgaris,Two-banded seabream,Stefanni et al. 2015 Heredity 115:527-537,Portugal,Malta Island,35.897186,,,14.446366,,,2008,CR,11,344-345,1,0.157,0.023,0.011,geo coordinates pulled from place name
Diplodus vulgaris,Two-banded seabream,Stefanni et al. 2015 Heredity 115:527-537,Portugal,Portugal C.,38.56595,,,-9.29509,,,2008,CR,34,344-345,1,0.082,0.022,0.002,geo coordinates pulled from place name
Diplodus vulgaris,Two-banded seabream,Stefanni et al. 2015 Heredity 115:527-537,Italy,Torre Guaceto,40.718263,,,17.793467,,,2007,CR,11,344-345,0.964,0.029,0.02,0.005,geo coordinates pulled from place name
Diplodus vulgaris,Two-banded seabream,Stefanni et al. 2015 Heredity 115:527-537,Italy,Palermo,38.121556,,,13.377875,,,2007,CR,28,344-345,1,0.004,0.018,0.002,geo coordinates pulled from place name
Diplodus vulgaris,Two-banded seabream,Stefanni et al. 2015 Heredity 115:527-537,Portugal,Madeira Island,33.586712,,,-16.66211,,,2009,CR,30,344-345,0.94,0.006,0.017,0.002,geo coordinates pulled from place name
Diplodus vulgaris,Two-banded seabream,Stefanni et al. 2015 Heredity 115:527-537,Portugal,Portugal S.,37.10449,,,-8.59826,,,2008,CR,25,344-345,0.961,0.006,0.017,0.002,geo coordinates pulled from place name
Diplodus vulgaris,Two-banded seabream,Stefanni et al. 2015 Heredity 115:527-537,Spain,Balearic Island,39.560668,,,2.648136,,,2007,CR,14,344-345,1,0.012,0.017,0.003,geo coordinates pulled from place name
Diplodus vulgaris,Two-banded seabream,Stefanni et al. 2015 Heredity 115:527-537,Portugal,Azores Islands,38.66108,,,-28.694561,,,2007-2008,CR,23,344-345,0.668,0.035,0.014,0.004,geo coordinates pulled from place name
Diplodus vulgaris,Two-banded seabream,Stefanni et al. 2015 Heredity 115:527-537,Spain,Cadiz,36.530452,,,-6.289334,,,2008,CR,20,344-345,0.984,0.006,0.013,0.002,geo coordinates pulled from place name
Amphiprion latezonatus,Wide-band anemonefish,Steinberg et al. 2016 Coral Reefs 35:959-970,Australia,Lord Howe Island,-31.546103,,,159.083156,,,,D-loop,33,316,0.742,0.01271,0.00612,0.00069,geo coordinates pulled from place name
Amphiprion latezonatus,Wide-band anemonefish,Steinberg et al. 2016 Coral Reefs 35:959-970,Australia,Sunshine Coast,-26.411,,,153.1487,,,,D-loop,7,316,0.95,0.03893,0.00512,0.00148,geo coordinates pulled from place name
Amphiprion latezonatus,Wide-band anemonefish,Steinberg et al. 2016 Coral Reefs 35:959-970,Australia,North Solitary Island,-29.91934,,,153.392455,,,,D-loop,34,316,0.75,0.01372,0.00463,0.00055,geo coordinates pulled from place name
Amphiprion latezonatus,Wide-band anemonefish,Steinberg et al. 2016 Coral Reefs 35:959-970,Australia,Norfolk Island,-29.03932,,,167.943606,,,,D-loop,31,316,0.703,0.01652,0.00444,0.00056,geo coordinates pulled from place name
Pampus chinensis,Chinese pomfret,Sun & Tang 2018 J. Fish Biol. 92:214-228,Indonesia,Doka,-7.316492,,,133.942151,,,,Cytb,30,1137,0.674,0.0168,0.00295,0.00032,pulled from paper figure
Pampus chinensis,Chinese pomfret,Sun & Tang 2018 J. Fish Biol. 92:214-228,China,Dongxing,21.53355,,,108.044971,,,,Cytb,30,1137,0.825,0.00639,0.0021,0.00024,geo coordinates pulled from place name
Pampus chinensis,Chinese pomfret,Sun & Tang 2018 J. Fish Biol. 92:214-228,China,Ningde,26.652008,,,119.569183,,,,Cytb,30,1137,0.828,0.00712,0.00187,0.00022,geo coordinates pulled from place name
Pampus chinensis,Chinese pomfret,Sun & Tang 2018 J. Fish Biol. 92:214-228,China,Xiamen,24.464134,,,118.061813,,,,Cytb,30,1137,0.756,0.00822,0.00165,0.0002,geo coordinates pulled from place name
Pampus chinensis,Chinese pomfret,Sun & Tang 2018 J. Fish Biol. 92:214-228,China,Zhuhai,21.977952,,,113.330092,,,,Cytb,30,1137,0.637,0.01461,0.00156,0.00019,geo coordinates pulled from place name
Pampus chinensis,Chinese pomfret,Sun & Tang 2018 J. Fish Biol. 92:214-228,China,Ningbo,30.112125,,,121.632327,,,,Cytb,30,1137,0.618,0.01059,0.00123,0.00016,geo coordinates pulled from place name
Pampus chinensis,Chinese pomfret,Sun & Tang 2018 J. Fish Biol. 92:214-228,China,Qionghai,19.200372,,,110.623075,,,,Cytb,30,1137,0.561,0.01059,0.00112,0.00015,geo coordinates pulled from place name
Pampus chinensis,Chinese pomfret,Sun & Tang 2018 J. Fish Biol. 92:214-228,China,Dongfang,19.036866,,,108.548664,,,,Cytb,30,1137,0.543,0.01168,0.00107,0.00014,geo coordinates pulled from place name
