,spp,fbsci,Country,Site,stockid,CommonName,Source,PrimerNote,CollectionYear,NumMarkers,MarkerName,CrossSpp,n,Repeat,He,Hese,file,lat,lon
2001,Gadus morhua,Gadus morhua,Canada,Newfoundland,COD2J3KL,Atlantic cod,Ruzzante et al. 1996 inshore-offshore CJFAS,NA,1992-1994,1,Gmo145,0,429,2,NA,NA,ppdat,48.195387,-52.483521
2002,Gadus morhua,Gadus morhua,Canada,Newfoundland,COD2J3KL,Atlantic cod,Ruzzante et al. 1996 inshore-offshore CJFAS,NA,1992-1994,1,Gmo2,0,430,2,NA,NA,ppdat,48.195387,-52.483521
2003,Gadus morhua,Gadus morhua,Canada,Newfoundland,COD2J3KL,Atlantic cod,Ruzzante et al. 1996 inshore-offshore CJFAS,NA,1992-1994,1,Gmo4,0,430,2,NA,NA,ppdat,48.195387,-52.483521
2004,Gadus morhua,Gadus morhua,Canada,"North Cape, Grand Bank",COD2J3KL,Atlantic cod,Ruzzante et al. 1996 inshore-offshore CJFAS,NA,1992,5,,0,40,NA,0.873,NA,ppdat,48.5,-49.46
2005,Gadus morhua,Gadus morhua,Iceland,511,CODICE,Atlantic cod,Pampoulie et al. 2006 Can. J. Fish. Aquat. Sci. 63:2660-2675,0,2002,9,,0.444,94,4,0.8323,NA,msats100,66.205,-15.626395
2006,Gadus morhua,Gadus morhua,Denmark,Bornholm Basin,CODBA2532,Atlantic cod,Poulsen et al. 2006 Mol Ecol 15:321-331,0,1997,1,Gadm 1,0,62,2,0.552,NA,msats000,54.51,15.28
2007,Gadus morhua,Gadus morhua,Poland,"Eastern Baltic, Bornholm basin",CODBA2532,Atlantic cod,Nielsen et al. 2003 Mol Ecol 12:1497-1508,0,"1996, 1997",NA,Gmo120,0,152,NA,0.948,NA,msats101,54.51,15.28
2008,Gadus morhua,Gadus morhua,Denmark,Bornholm Basin,CODBA2532,Atlantic cod,Poulsen et al. 2006 Mol Ecol 15:321-331,0,1997,1,Gmo 2,0,60,2,0.841,NA,msats000,54.51,15.28
2009,Gadus morhua,Gadus morhua,Poland,"Eastern Baltic, Bornholm basin",CODBA2532,Atlantic cod,Nielsen et al. 2003 Mol Ecol 12:1497-1508,0,"1996, 1997",NA,Gmo141,0,153,NA,0.894,NA,msats101,54.51,15.28
2010,Gadus morhua,Gadus morhua,Poland,"Eastern Baltic, Bornholm basin",CODBA2532,Atlantic cod,Nielsen et al. 2003 Mol Ecol 12:1497-1508,0,"1996, 1997",NA,Gmo19,0,154,NA,0.895,NA,msats101,54.51,15.28
2011,Gadus morhua,Gadus morhua,Poland,"Eastern Baltic, Bornholm basin",CODBA2532,Atlantic cod,Nielsen et al. 2003 Mol Ecol 12:1497-1508,0,"1996, 1997",NA,Gmo2,0,154,NA,0.833,NA,msats101,54.51,15.28
2012,Gadus morhua,Gadus morhua,Poland,"Eastern Baltic, Bornholm basin",CODBA2532,Atlantic cod,Nielsen et al. 2003 Mol Ecol 12:1497-1508,0,"1996, 1997",NA,Gmo34,0,154,NA,0.42,NA,msats101,54.51,15.28
2013,Gadus morhua,Gadus morhua,Norway,St. 255,CODCOASTNOR,Atlantic cod,Wennevik et al. 2008 Hydrobiologia 606:7-25,0,2002,1,Gmo3,0,36,4,0.277,NA,msats100,67.413,12.017
2014,Gadus morhua,Gadus morhua,Norway,St. 255,CODCOASTNOR,Atlantic cod,Wennevik et al. 2008 Hydrobiologia 606:7-25,0,2002,1,Gmo34,0,35,4,0.162,NA,msats100,67.413,12.017
2015,Gadus morhua,Gadus morhua,Poland,"Eastern Baltic, Gdansk basin",CODBA2532,Atlantic cod,Nielsen et al. 2003 Mol Ecol 12:1497-1508,0,"1997, 1998",NA,Gmo1,0,148,NA,0.092,NA,msats101,54.56,19.11
2016,Gadus morhua,Gadus morhua,Iceland,933,CODICE,Atlantic cod,Pampoulie et al. 2006 Can. J. Fish. Aquat. Sci. 63:2660-2675,0,2003,9,,0.444,73,4,0.8038,NA,msats100,63.558,-21.81719
2017,Gadus morhua,Gadus morhua,Iceland,511b,CODICE,Atlantic cod,Pampoulie et al. 2006 Can. J. Fish. Aquat. Sci. 63:2660-2675,0,2003,9,,0.444,94,4,0.8304,NA,msats100,66.161,-15.406668
2018,Gadus morhua,Gadus morhua,Iceland,812b,CODICE,Atlantic cod,Pampoulie et al. 2006 Can. J. Fish. Aquat. Sci. 63:2660-2675,0,2003,9,,0.444,94,4,0.8455,NA,msats100,63.947,-16.351492
2019,Gadus morhua,Gadus morhua,Poland,Baltic Sea,CODBA2532,Atlantic cod,O'Leary et al. 2007 Journal of Fish Biology 70:310-335,0,1994-2000,1,Gmo-2,0,48,2,0.843,NA,msats100,55.279,16.55392
2020,Gadus morhua,Gadus morhua,Denmark,Bornholm Basin,CODBA2532,Atlantic cod,Poulsen et al. 2006 Mol Ecol 15:321-331,0,1997,1,Gmo 19,0,61,4,0.901,NA,msats000,54.51,15.28
2021,Gadus morhua,Gadus morhua,Poland,North Sea,CODNS,Atlantic cod,Nielsen et al. 2003 Mol Ecol 12:1497-1508,0,"1996, 1999",NA,Gmo1,0,158,NA,0.179,NA,msats101,57.1,8.2
2022,Gadus morhua,Gadus morhua,Denmark,Bornholm Basin,CODBA2532,Atlantic cod,Poulsen et al. 2006 Mol Ecol 15:321-331,0,1997,1,Gmo 34,0,62,4,0.405,NA,msats000,54.51,15.28
2023,Gadus morhua,Gadus morhua,Denmark,Bornholm Basin,CODBA2532,Atlantic cod,Poulsen et al. 2006 Mol Ecol 15:321-331,0,1997,1,Gmo 35,0,62,3,0.723,NA,msats000,54.51,15.28
2024,Gadus morhua,Gadus morhua,Denmark,Bornholm Basin,CODBA2532,Atlantic cod,Poulsen et al. 2006 Mol Ecol 15:321-331,0,1997,1,Tch 11,1,62,4,0.793,NA,msats000,54.51,15.28
2025,Gadus morhua,Gadus morhua,Denmark,Bornholm Basin,CODBA2532,Atlantic cod,Poulsen et al. 2006 Mol Ecol 15:321-331,0,1997,1,Tch 14,1,61,4,0.86,NA,msats000,54.51,15.28
2026,Gadus morhua,Gadus morhua,Denmark,Bornholm Basin,CODBA2532,Atlantic cod,Poulsen et al. 2006 Mol Ecol 15:321-331,0,1997,1,Tch 22,1,62,4,0.528,NA,msats000,54.51,15.28
2027,Gadus morhua,Gadus morhua,Denmark,Bornholm Basin,CODBA2532,Atlantic cod,Poulsen et al. 2006 Mol Ecol 15:321-331,0,1997,1,Tch 5,1,60,4,0.914,NA,msats000,54.51,15.28
2028,Gadus morhua,Gadus morhua,Canada,Northeast Spur,COD2J3KL,Atlantic cod,Bentzen et al. 1996 CJFAS,NA,1993,1,Gmo145,0,28,NA,0.928,NA,ppdat,47.79,-47.26
2029,Gadus morhua,Gadus morhua,Canada,Northeast Spur,COD2J3KL,Atlantic cod,Bentzen et al. 1996 CJFAS,NA,1993,1,Gmo2,0,28,NA,0.764,NA,ppdat,47.79,-47.26
2030,Gadus morhua,Gadus morhua,Canada,Northeast Spur,COD2J3KL,Atlantic cod,Bentzen et al. 1996 CJFAS,NA,1993,1,Gmo4,0,28,NA,0.926,NA,ppdat,47.79,-47.26
2031,Gadus morhua,Gadus morhua,Canada,Scotian Shelf,COD4VsW,Atlantic cod,Bentzen et al. 1996 CJFAS,NA,1992,1,Gmo120,0,192,NA,0.953,NA,ppdat,43.75,-61.35
2032,Gadus morhua,Gadus morhua,Iceland,931,CODICE,Atlantic cod,Pampoulie et al. 2006 Can. J. Fish. Aquat. Sci. 63:2660-2675,0,2002,9,,0.444,94,4,0.7934,NA,msats100,63.46,-19.971487
2033,Gadus morhua,Gadus morhua,Canada,2G,NA,Atlantic cod,Beacham et al. 2002 ICES J Mar Sci,NA,1996-1999,1,Gmo34,0,23,4,NA,NA,ppdat,60.25,-61.25
2034,Gadus morhua,Gadus morhua,Canada,2G,NA,Atlantic cod,Beacham et al. 2002 ICES J Mar Sci,NA,1996-1999,1,Gmo35,0,23,3,NA,NA,ppdat,60.25,-61.25
2035,Gadus morhua,Gadus morhua,Poland,North Sea,CODNS,Atlantic cod,Nielsen et al. 2003 Mol Ecol 12:1497-1508,0,"1996, 1999",NA,Gmo132,0,158,NA,0.919,NA,msats101,57.1,8.2
2036,Gadus morhua,Gadus morhua,Canada,2G,NA,Atlantic cod,Beacham et al. 2002 ICES J Mar Sci,NA,1996-1999,1,Gmo3,0,23,4,NA,NA,ppdat,60.25,-61.25
2037,Gadus morhua,Gadus morhua,Iceland,411,CODICE,Atlantic cod,Pampoulie et al. 2006 Can. J. Fish. Aquat. Sci. 63:2660-2675,0,2003,9,,0.444,94,4,0.8403,NA,msats100,66.089,-21.119558
2038,Gadus morhua,Gadus morhua,Iceland,412,CODICE,Atlantic cod,Pampoulie et al. 2006 Can. J. Fish. Aquat. Sci. 63:2660-2675,0,2002,9,,0.444,94,4,0.8358,NA,msats100,65.495,-21.05364
2039,Gadus morhua,Gadus morhua,Canada,2G,NA,Atlantic cod,Beacham et al. 2002 ICES J Mar Sci,NA,1996-1999,1,Gmo36,0,23,3,NA,NA,ppdat,60.25,-61.25
2040,Gadus morhua,Gadus morhua,Canada,2G,NA,Atlantic cod,Beacham et al. 2002 ICES J Mar Sci,NA,1996-1999,1,Gmo37,0,12,5,NA,NA,ppdat,60.25,-61.25
2041,Gadus morhua,Gadus morhua,Iceland,621,CODICE,Atlantic cod,Pampoulie et al. 2006 Can. J. Fish. Aquat. Sci. 63:2660-2675,0,2004,9,,0.444,77,4,0.8526,NA,msats100,64.905,-13.599417
2042,Gadus morhua,Gadus morhua,Iceland,812,CODICE,Atlantic cod,Pampoulie et al. 2006 Can. J. Fish. Aquat. Sci. 63:2660-2675,0,2003,9,,0.444,94,4,0.8115,NA,msats100,63.763,-16.763479
2043,Gadus morhua,Gadus morhua,Iceland,413,CODICE,Atlantic cod,Pampoulie et al. 2006 Can. J. Fish. Aquat. Sci. 63:2660-2675,0,2002,9,,0.444,100,4,0.8356,NA,msats100,66.161,-18.69158
2044,Gadus morhua,Gadus morhua,Iceland,414,CODICE,Atlantic cod,Pampoulie et al. 2006 Can. J. Fish. Aquat. Sci. 63:2660-2675,0,2003,9,,0.444,94,4,0.8251,NA,msats100,65.964,-21.097586
2045,Gadus morhua,Gadus morhua,Poland,"Eastern Baltic, Bornholm basin",CODBA2532,Atlantic cod,Nielsen et al. 2003 Mol Ecol 12:1497-1508,0,"1996, 1997",NA,Gmo37,0,154,NA,0.781,NA,msats101,54.51,15.28
2046,Gadus morhua,Gadus morhua,Poland,"Eastern Baltic, Bornholm basin",CODBA2532,Atlantic cod,Nielsen et al. 2003 Mol Ecol 12:1497-1508,0,"1996, 1997",NA,Gmo8,0,154,NA,0.529,NA,msats101,54.51,15.28
2047,Gadus morhua,Gadus morhua,Iceland,822,CODICE,Atlantic cod,Pampoulie et al. 2006 Can. J. Fish. Aquat. Sci. 63:2660-2675,0,2002,9,,0.444,94,4,0.8135,NA,msats100,63.744,-17.647879
2048,Gadus morhua,Gadus morhua,,,NA,Atlantic cod,O'Reilly et al. 2000 J Fish Bio,NA,,1,Tch14,1,3,NA,NA,NA,ppdat,NA,NA
2049,Gadus morhua,Gadus morhua,Iceland,932,CODICE,Atlantic cod,Pampoulie et al. 2006 Can. J. Fish. Aquat. Sci. 63:2660-2675,0,2003,9,,0.444,94,4,0.7918,NA,msats100,63.705,-21.839163
2050,Gadus morhua,Gadus morhua,Canada,"NORTH (Hamilton, Belle Isle, and Funk Island Banks)",COD2J3KL,Atlantic cod,Bentzen et al. 1996 CJFAS,NA,"1992, 1993",1,Gmo145,0,118,NA,0.932,NA,ppdat,52.2225,-51.455
2051,Gadus morhua,Gadus morhua,Iceland,921,CODICE,Atlantic cod,Pampoulie et al. 2006 Can. J. Fish. Aquat. Sci. 63:2660-2675,0,2002,9,,0.444,94,4,0.8076,NA,msats100,63.5,-19.99346
2052,Gadus morhua,Gadus morhua,Iceland,911,CODICE,Atlantic cod,Pampoulie et al. 2006 Can. J. Fish. Aquat. Sci. 63:2660-2675,0,2002,9,,0.444,78,4,0.845,NA,msats100,63.802,-21.081106
2053,Gadus morhua,Gadus morhua,Canada,Northeast Spur,COD2J3KL,Atlantic cod,Bentzen et al. 1996 CJFAS,NA,1993,1,Gmo120,0,30,NA,0.934,NA,ppdat,47.79,-47.26
2054,Gadus morhua,Gadus morhua,Canada,Northeast Spur,COD2J3KL,Atlantic cod,Bentzen et al. 1996 CJFAS,NA,1993,1,Gmo132,0,30,NA,0.746,NA,ppdat,47.79,-47.26
2055,Gadus morhua,Gadus morhua,Canada,"NORTH (Hamilton, Belle Isle, and Funk Island Banks)",COD2J3KL,Atlantic cod,Bentzen et al. 1996 CJFAS,NA,"1992, 1993",1,Gmo2,0,119,NA,0.794,NA,ppdat,52.2225,-51.455
2056,Gadus morhua,Gadus morhua,Iceland,922,CODICE,Atlantic cod,Pampoulie et al. 2006 Can. J. Fish. Aquat. Sci. 63:2660-2675,0,2002,9,,0.444,94,4,0.8132,NA,msats100,63.558,-21.410696
2057,Gadus morhua,Gadus morhua,"Great Britain, Canada, Russia","Great Britain, Scotian Shelf, Barents Sea",CODVIa,Atlantic cod,Hutchinson et al. 2001 MEPS,NA,,1,GADM2,0,700,2,0.92,NA,ppdat,56.46012367,-9.558108
2058,Gadus morhua,Gadus morhua,Canada,"Bellevue, Trinity Bay",COD2J3KL,Atlantic cod,Ruzzante et al. 1996 inshore-offshore CJFAS,NA,1992,5,,0,25,NA,0.837,NA,ppdat,47.65,-53.74
2059,Gadus morhua,Gadus morhua,Canada,Northeast Spur,COD2J3KL,Atlantic cod,Bentzen et al. 1996 CJFAS,NA,1993,1,Gmo141,0,28,NA,0.947,NA,ppdat,47.79,-47.26
2060,Gadus morhua,Gadus morhua,Canada,"NORTH (Hamilton, Belle Isle, and Funk Island Banks)",COD2J3KL,Atlantic cod,Bentzen et al. 1996 CJFAS,NA,"1992, 1993",1,Gmo4,0,116,NA,0.955,NA,ppdat,52.2225,-51.455
2061,Gadus morhua,Gadus morhua,UK,Moray Firth,CODNS,Atlantic cod,Poulsen et al. 2006 Mol Ecol 15:321-331,0,2002,1,Tch 5,1,70,4,0.921,NA,msats000,57.95,-2.2
2062,Gadus morhua,Gadus morhua,Canada,Newfoundland,COD2J3KL,Atlantic cod,Ruzzante et al. 1996 inshore-offshore CJFAS,NA,1992-1994,1,Gmo132,0,438,2,NA,NA,ppdat,48.195387,-52.483521
2063,Gadus morhua,Gadus morhua,Poland,North Sea,CODNS,Atlantic cod,Nielsen et al. 2003 Mol Ecol 12:1497-1508,0,"1996, 1999",NA,Gmo120,0,157,NA,0.957,NA,msats101,57.1,8.2
2064,Gadus morhua,Gadus morhua,"Great Britain, Canada, Russia","Great Britain, Scotian Shelf, Barents Sea",CODVIa,Atlantic cod,Hutchinson et al. 2001 MEPS,NA,,1,GMO132,0,700,2,0.88,NA,ppdat,56.46012367,-9.558108
2065,Gadus morhua,Gadus morhua,Canada,Newfoundland,COD2J3KL,Atlantic cod,Ruzzante et al. 1996 inshore-offshore CJFAS,NA,1992-1994,1,Gmo120,0,422,2,NA,NA,ppdat,48.195387,-52.483521
2066,Gadus morhua,Gadus morhua,Canada,Funk_Island,COD2J3KL,Atlantic cod,Beacham et al. 2002 ICES J Mar Sci,NA,1996-1999,1,Gmo19,0,168,4,NA,NA,ppdat,50.5,-52
2067,Gadus morhua,Gadus morhua,Iceland,211,CODICE,Atlantic cod,Pampoulie et al. 2006 Can. J. Fish. Aquat. Sci. 63:2660-2675,0,2002,9,,0.444,94,4,0.8149,NA,msats100,64.933,-23.997697
2068,Gadus morhua,Gadus morhua,Canada,2G,NA,Atlantic cod,Beacham et al. 2002 ICES J Mar Sci,NA,1996-1999,1,Gmo19,0,23,4,NA,NA,ppdat,60.25,-61.25
2069,Gadus morhua,Gadus morhua,Canada,Fortune_Bay,COD3Ps,Atlantic cod,Beacham et al. 2002 ICES J Mar Sci,NA,1996-1999,1,Gmo8,0,544,4,NA,NA,ppdat,47.6,-55.65333333
2070,Gadus morhua,Gadus morhua,Iceland,914,CODICE,Atlantic cod,Pampoulie et al. 2006 Can. J. Fish. Aquat. Sci. 63:2660-2675,0,2003,9,,0.444,90,4,0.8196,NA,msats100,63.792,-21.905081
2071,Gadus morhua,Gadus morhua,,,NA,Atlantic cod,O'Reilly et al. 2000 J Fish Bio,NA,,1,Tch17,1,0,NA,NA,NA,ppdat,NA,NA
2072,Gadus morhua,Gadus morhua,Iceland,311,CODICE,Atlantic cod,Pampoulie et al. 2006 Can. J. Fish. Aquat. Sci. 63:2660-2675,0,2002,9,,0.444,94,4,0.8402,NA,msats100,66.276,-23.404435
2073,Gadus morhua,Gadus morhua,Iceland,912,CODICE,Atlantic cod,Pampoulie et al. 2006 Can. J. Fish. Aquat. Sci. 63:2660-2675,0,2003,9,,0.444,58,4,0.8044,NA,msats100,63.686034,-21.07012
2074,Gadus morhua,Gadus morhua,UK,Moray Firth,CODNS,Atlantic cod,Poulsen et al. 2006 Mol Ecol 15:321-331,0,2002,1,Tch 11,1,71,4,0.937,NA,msats000,57.95,-2.2
2075,Gadus morhua,Gadus morhua,"Great Britain, Canada, Russia","Great Britain, Scotian Shelf, Barents Sea",CODVIa,Atlantic cod,Hutchinson et al. 2001 MEPS,NA,,1,GADM1,0,700,2,0.47,NA,ppdat,56.46012367,-9.558108
2076,Gadus morhua,Gadus morhua,,,NA,Atlantic cod,O'Reilly et al. 2000 J Fish Bio,NA,,1,Tch18,1,0,NA,NA,NA,ppdat,NA,NA
2077,Gadus morhua,Gadus morhua,,,NA,Atlantic cod,O'Reilly et al. 2000 J Fish Bio,NA,,1,Tch16,1,3,NA,NA,NA,ppdat,NA,NA
2078,Gadus morhua,Gadus morhua,,,NA,Atlantic cod,O'Reilly et al. 2000 J Fish Bio,NA,,1,Tch19,1,6,NA,NA,NA,ppdat,NA,NA
2079,Gadus morhua,Gadus morhua,UK,Moray Firth,CODNS,Atlantic cod,Poulsen et al. 2006 Mol Ecol 15:321-331,0,2002,1,Tch 14,1,70,4,0.947,NA,msats000,57.95,-2.2
2080,Gadus morhua,Gadus morhua,UK,Moray Firth,CODNS,Atlantic cod,Poulsen et al. 2006 Mol Ecol 15:321-331,0,2002,1,Tch 22,1,69,4,0.602,NA,msats000,57.95,-2.2
2081,Gadus morhua,Gadus morhua,,,NA,Atlantic cod,O'Reilly et al. 2000 J Fish Bio,NA,,1,Tch15,1,6,NA,NA,NA,ppdat,NA,NA
2082,Gadus morhua,Gadus morhua,"Great Britain, Canada, Russia","Great Britain, Scotian Shelf, Barents Sea",CODVIa,Atlantic cod,Hutchinson et al. 2001 MEPS,NA,,1,GADM3,0,700,2,0.96,NA,ppdat,56.46012367,-9.558108
2083,Gadus morhua,Gadus morhua,,,NA,Atlantic cod,D'Amato et al. 1999 Mol Ecol,NA,,1,Mm 110-13,1,6,2,NA,NA,ppdat,NA,NA
2084,Gadus morhua,Gadus morhua,Canada,Nova Scotia,COD4X,Atlantic cod,Brooker et al. 1994 CJFAS,NA,,1,Gmo145,0,127,2,NA,NA,ppdat,44.024422,-63.420411
2085,Gadus morhua,Gadus morhua,Canada,Bonavista Bay,COD2J3KL,Atlantic cod,Ruzzante et al. 1996 inshore-offshore CJFAS,NA,1992,5,,0,17.6,NA,0.845,NA,ppdat,48.58,-53.9
2086,Gadus morhua,Gadus morhua,Canada,Nova Scotia,COD4X,Atlantic cod,Brooker et al. 1994 CJFAS,NA,,1,Gmo132,0,127,2,NA,NA,ppdat,44.024422,-63.420411
2087,Gadus morhua,Gadus morhua,Canada,Nova Scotia,COD4X,Atlantic cod,Brooker et al. 1994 CJFAS,NA,,1,Gmo9,0,127,2,NA,NA,ppdat,44.024422,-63.420411
2088,Gadus morhua,Gadus morhua,Canada,"Heart's Ease Ledge, Trinity Bay",COD2J3KL,Atlantic cod,Ruzzante et al. 1996 inshore-offshore CJFAS,NA,1993,5,,0,23.6,NA,0.855,NA,ppdat,48.06,-53.59
2089,Gadus morhua,Gadus morhua,Canada,Nova Scotia,COD4X,Atlantic cod,Brooker et al. 1994 CJFAS,NA,,1,Gmo2,0,127,2,NA,NA,ppdat,44.024422,-63.420411
2090,Hippoglossus hippoglossus,Hippoglossus hippoglossus,,,NA,Atlantic halibut,Miao et al. 2009 Cons Gen Verasper moseri,NA,,1,Vemo27,1,8,2,NA,NA,ppdat,NA,NA
2091,Hippoglossus hippoglossus,Hippoglossus hippoglossus,Canada,Bay of Fundy,NA,Atlantic halibut,McGowan&Reith 1999 Molecular Ecology 8:1761-1763,1,NA,1,HhiC17,0,55,NA,0.95,NA,msats201,44.6657,-66.348
2092,Hippoglossus hippoglossus,Hippoglossus hippoglossus,Canada,Bay of Fundy,NA,Atlantic halibut,McGowan&Reith 1999 Molecular Ecology 8:1761-1763,1,NA,1,HhiD34,0,55,NA,0.73,NA,msats201,44.6657,-66.348
2093,Hippoglossus hippoglossus,Hippoglossus hippoglossus,China,Yantai,NA,Atlantic halibut,Ding et al. 2009 Cons Gen,NA,,1,Hihi16,0,24,2,0.53,NA,ppdat,37.493384,121.468735
2094,Hippoglossus hippoglossus,Hippoglossus hippoglossus,Canada,Bay of Fundy,NA,Atlantic halibut,McGowan&Reith 1999 Molecular Ecology 8:1761-1763,1,NA,1,HhiI29,0,55,NA,0.86,NA,msats201,44.6657,-66.348
2095,Hippoglossus hippoglossus,Hippoglossus hippoglossus,China,Yantai,NA,Atlantic halibut,Ding et al. 2009 Cons Gen,NA,,1,Hihi59,0,24,2,0.31,NA,ppdat,37.493384,121.468735
2096,Hippoglossus hippoglossus,Hippoglossus hippoglossus,,,NA,Atlantic halibut,Miao et al. 2009 Cons Gen Verasper moseri,NA,,1,Vemo19,1,8,2,NA,NA,ppdat,NA,NA
2097,Hippoglossus hippoglossus,Hippoglossus hippoglossus,,,NA,Atlantic halibut,Miao et al. 2009 Cons Gen Verasper moseri,NA,,1,Vemo2,1,8,2,NA,NA,ppdat,NA,NA
2098,Hippoglossus hippoglossus,Hippoglossus hippoglossus,,,NA,Atlantic halibut,Miao et al. 2009 Cons Gen Platichthys stellatus,NA,,1,Plst33,1,0,NA,NA,NA,ppdat,NA,NA
2099,Hippoglossus hippoglossus,Hippoglossus hippoglossus,Canada,Bay of Fundy,NA,Atlantic halibut,McGowan&Reith 1999 Molecular Ecology 8:1761-1763,1,NA,1,HhiA44,0,55,NA,0.86,NA,msats201,44.6657,-66.348
2100,Hippoglossus hippoglossus,Hippoglossus hippoglossus,,,NA,Atlantic halibut,Miao et al. 2009 Cons Gen Verasper moseri,NA,,1,Vemo12,1,0,2,NA,NA,ppdat,NA,NA
2101,Hippoglossus hippoglossus,Hippoglossus hippoglossus,Canada,Bay of Fundy,NA,Atlantic halibut,McGowan&Reith 1999 Molecular Ecology 8:1761-1763,1,NA,1,HhiJ42,0,55,NA,0.79,NA,msats201,44.6657,-66.348
2102,Hippoglossus hippoglossus,Hippoglossus hippoglossus,,,NA,Atlantic halibut,Miao et al. 2009 Cons Gen Verasper moseri,NA,,1,Vemo51,1,8,2,NA,NA,ppdat,NA,NA
2103,Hippoglossus hippoglossus,Hippoglossus hippoglossus,,,NA,Atlantic halibut,Miao et al. 2009 Cons Gen Platichthys stellatus,NA,,1,Plst9,1,8,NA,NA,NA,ppdat,NA,NA
2104,Hippoglossus hippoglossus,Hippoglossus hippoglossus,China,Yantai,NA,Atlantic halibut,Ding et al. 2009 Cons Gen,NA,,1,Hihi23,0,24,2,0.65,NA,ppdat,37.493384,121.468735
2105,Hippoglossus hippoglossus,Hippoglossus hippoglossus,,,NA,Atlantic halibut,Miao et al. 2009 Cons Gen Platichthys stellatus,NA,,1,Plst36,1,8,NA,NA,NA,ppdat,NA,NA
2106,Hippoglossus hippoglossus,Hippoglossus hippoglossus,,,NA,Atlantic halibut,Miao et al. 2009 Cons Gen Platichthys stellatus,NA,,1,Plst8,1,8,NA,NA,NA,ppdat,NA,NA
2107,Hippoglossus hippoglossus,Hippoglossus hippoglossus,,,NA,Atlantic halibut,Miao et al. 2009 Cons Gen Verasper moseri,NA,,1,Vemo29,1,0,2,NA,NA,ppdat,NA,NA
2108,Hippoglossus hippoglossus,Hippoglossus hippoglossus,China,Yantai,NA,Atlantic halibut,Ding et al. 2009 Cons Gen,NA,,1,Hihi13,0,24,2,0.63,NA,ppdat,37.493384,121.468735
2109,Hippoglossus hippoglossus,Hippoglossus hippoglossus,China,Yantai,NA,Atlantic halibut,Ding et al. 2009 Cons Gen,NA,,1,Hihi35,0,24,3,0.47,NA,ppdat,37.493384,121.468735
2110,Hippoglossus hippoglossus,Hippoglossus hippoglossus,,,NA,Atlantic halibut,Miao et al. 2009 Cons Gen Verasper moseri,NA,,1,Vemo38,1,8,2,NA,NA,ppdat,NA,NA
2111,Hippoglossus hippoglossus,Hippoglossus hippoglossus,,,NA,Atlantic halibut,Miao et al. 2009 Cons Gen Platichthys stellatus,NA,,1,Plst19,1,8,NA,NA,NA,ppdat,NA,NA
2112,Hippoglossus hippoglossus,Hippoglossus hippoglossus,,,NA,Atlantic halibut,Miao et al. 2009 Cons Gen Platichthys stellatus,NA,,1,Plst16,1,8,NA,NA,NA,ppdat,NA,NA
2113,Hippoglossus hippoglossus,Hippoglossus hippoglossus,,,NA,Atlantic halibut,Miao et al. 2009 Cons Gen Verasper moseri,NA,,1,Vemo31,1,8,2,NA,NA,ppdat,NA,NA
2114,Hippoglossus hippoglossus,Hippoglossus hippoglossus,China,Yantai,NA,Atlantic halibut,Ding et al. 2009 Cons Gen,NA,,1,Hihi10,0,24,2,0.58,NA,ppdat,37.493384,121.468735
2115,Hippoglossus hippoglossus,Hippoglossus hippoglossus,China,Yantai,NA,Atlantic halibut,Ding et al. 2009 Cons Gen,NA,,1,Hihi32,0,24,2,0.31,NA,ppdat,37.493384,121.468735
2116,Hippoglossus hippoglossus,Hippoglossus hippoglossus,,,NA,Atlantic halibut,Miao et al. 2009 Cons Gen Platichthys stellatus,NA,,1,Plst31,1,8,NA,NA,NA,ppdat,NA,NA
2117,Hippoglossus hippoglossus,Hippoglossus hippoglossus,China,Yantai,NA,Atlantic halibut,Ding et al. 2009 Cons Gen,NA,,1,Hihi30,0,24,2,0.44,NA,ppdat,37.493384,121.468735
2118,Hippoglossus hippoglossus,Hippoglossus hippoglossus,,,NA,Atlantic halibut,Miao et al. 2009 Cons Gen Verasper moseri,NA,,1,Vemo22,1,8,2,NA,NA,ppdat,NA,NA
2119,Hippoglossus hippoglossus,Hippoglossus hippoglossus,,,NA,Atlantic halibut,Miao et al. 2009 Cons Gen Platichthys stellatus,NA,,1,Plst13,1,0,NA,NA,NA,ppdat,NA,NA
2120,Hippoglossus hippoglossus,Hippoglossus hippoglossus,,,NA,Atlantic halibut,Miao et al. 2009 Cons Gen Platichthys stellatus,NA,,1,Plst3,1,8,NA,NA,NA,ppdat,NA,NA
2121,Hippoglossus hippoglossus,Hippoglossus hippoglossus,,,NA,Atlantic halibut,Miao et al. 2009 Cons Gen Verasper moseri,NA,,1,Vemo7,1,8,2,NA,NA,ppdat,NA,NA
2122,Hippoglossus hippoglossus,Hippoglossus hippoglossus,,,NA,Atlantic halibut,Miao et al. 2009 Cons Gen Platichthys stellatus,NA,,1,Plst37,1,8,NA,NA,NA,ppdat,NA,NA
2123,Hippoglossus hippoglossus,Hippoglossus hippoglossus,China,Yantai,NA,Atlantic halibut,Ding et al. 2009 Cons Gen,NA,,1,Hihi26,0,24,2,0.5,NA,ppdat,37.493384,121.468735
2124,Hippoglossus hippoglossus,Hippoglossus hippoglossus,China,Yantai,NA,Atlantic halibut,Ding et al. 2009 Cons Gen,NA,,1,Hihi3,0,24,2,0.5,NA,ppdat,37.493384,121.468735
